sample,linkage_rule,adult_sample_n,linked_sample_n,link_rate,usable_parent_measure_n,usable_parent_measure_share,mean_age_full,mean_age_linked,female_share_full,female_share_linked,urban_share_full,urban_share_linked,age_gap,female_gap,urban_gap,linked_n_pass,link_rate_pass,parent_measure_pass,selection_balance_pass,model_justified
pooled_2021_2025,Adult aged 25-64 is linked only if coded as a co-resident child of the household head and at least one parental-generation education measure is available from the head/spouse structure with a 12-year minimum age gap.,181021,16784,0.09271852437010071,27905,0.15415338551880722,43.10314523901638,33.7044709349313,0.5114759409726447,0.15514073669619635,0.5066600437660089,0.519906317349565,9.398674304085077,0.3563352042764484,0.013246273583556123,TRUE,FALSE,FALSE,FALSE,FALSE
