wave_year,country,region,age,gender,urban,own_ed_level,parent_ed_level,own_years_schooling,parent_years_schooling,father_ed_level,mother_ed_level,father_years_schooling,mother_years_schooling,sample_weight,hh_income_proxy,migration_exposure,multigenerational_hh,cohort
2016,Uzbekistan,Samarkand region,43,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,5934.09,800000,0,0,35-44
2016,Uzbekistan,Samarkand region,60,female,0,lower_secondary,NA,9,NA,NA,NA,NA,NA,14981.92,999903,0,1,55-64
2016,Uzbekistan,Samarkand region,59,female,0,upper_secondary,tertiary,11,16,tertiary,lower_secondary,16,9,17478.91,2000000,0,0,55-64
2016,Uzbekistan,Samarkand region,62,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,7698.74,3250000,0,1,55-64
2016,Uzbekistan,Samarkand region,59,male,0,tertiary,lower_secondary,16,9,no_formal,lower_secondary,0,9,11548.12,3000000,0,0,55-64
2016,Uzbekistan,Samarkand region,27,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,32898.07,1000000,0,0,25-34
2016,Uzbekistan,Samarkand region,27,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,17881.65,4000000,0,0,25-34
2016,Uzbekistan,Samarkand region,56,male,0,tertiary,primary,16,6,primary,primary,6,6,5774.06,1500000,0,0,55-64
2016,Uzbekistan,Samarkand region,29,male,0,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,17881.65,4000000,0,1,25-34
2016,Uzbekistan,Samarkand region,31,female,0,lower_secondary,tertiary,9,16,tertiary,tertiary,16,16,27415.06,NA,0,0,25-34
2016,Uzbekistan,Samarkand region,52,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,NA,11,NA,20769.31,1500000,0,0,45-54
2016,Uzbekistan,Samarkand region,31,male,0,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,5960.55,1500000,0,0,25-34
2016,Uzbekistan,Samarkand region,53,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,6949.72,500000,0,0,45-54
2016,Uzbekistan,Samarkand region,26,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,20861.92,1000000,0,0,25-34
2016,Uzbekistan,Samarkand region,47,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,17802.27,4000000,0,0,45-54
2016,Uzbekistan,Samarkand region,55,female,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,9987.95,2000000,0,0,55-64
2016,Uzbekistan,Samarkand region,25,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,11921.1,3000000,0,0,25-34
2016,Uzbekistan,Samarkand region,31,female,1,upper_secondary,tertiary,11,16,lower_secondary,tertiary,9,16,14711.79,1200000,0,0,25-34
2016,Uzbekistan,Samarkand region,28,male,1,lower_secondary,tertiary,9,16,tertiary,lower_secondary,16,9,28777.72,1500000,0,0,25-34
2016,Uzbekistan,Samarkand region,36,male,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,9592.57,1150000,0,0,35-44
2016,Uzbekistan,Samarkand region,47,male,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,13835.34,2500000,0,1,45-54
2016,Uzbekistan,Samarkand region,27,male,1,lower_secondary,tertiary,9,16,tertiary,upper_secondary,16,11,28777.72,1000000,0,0,25-34
2016,Uzbekistan,Samarkand region,27,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,14711.79,1200000,0,0,25-34
2016,Uzbekistan,Samarkand region,25,female,1,lower_secondary,tertiary,9,16,tertiary,tertiary,16,16,22067.69,1600000,0,0,25-34
2016,Uzbekistan,Samarkand region,54,male,1,lower_secondary,tertiary,9,16,tertiary,upper_secondary,16,11,20753.01,1200000,0,0,45-54
2016,Uzbekistan,Samarkand region,59,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,11932.13,1100000,0,1,55-64
2016,Uzbekistan,Samarkand region,64,male,1,tertiary,upper_secondary,16,11,upper_secondary,lower_secondary,11,9,14087.82,4000000,0,1,55-64
2016,Uzbekistan,Samarkand region,56,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,23864.26,350000,0,1,55-64
2016,Uzbekistan,Samarkand region,30,male,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,33574.01,2000000,0,1,25-34
2016,Uzbekistan,Samarkand region,35,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,19185.15,2000000,0,1,35-44
2016,Uzbekistan,Samarkand region,64,female,1,tertiary,lower_secondary,16,9,lower_secondary,lower_secondary,9,9,11932.13,1030000,0,0,55-64
2016,Uzbekistan,Samarkand region,54,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,primary,11,6,27670.68,NA,0,0,45-54
2016,Uzbekistan,Samarkand region,51,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,9,24456.58,NA,0,0,45-54
2016,Uzbekistan,Samarkand region,58,female,1,tertiary,upper_secondary,16,11,lower_secondary,upper_secondary,9,11,15909.51,800000,0,0,55-64
2016,Uzbekistan,Samarkand region,36,female,1,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,29423.59,1500000,0,1,35-44
2016,Uzbekistan,Samarkand region,53,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,30570.72,NA,0,0,45-54
2016,Uzbekistan,Samarkand region,58,female,1,tertiary,upper_secondary,16,11,upper_secondary,lower_secondary,11,9,15909.51,3000000,0,1,55-64
2016,Uzbekistan,Samarkand region,57,male,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,10565.86,3000000,0,0,55-64
2016,Uzbekistan,Samarkand region,39,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,14711.79,NA,0,0,35-44
2016,Uzbekistan,Samarkand region,50,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,30570.72,NA,0,0,45-54
2016,Uzbekistan,Samarkand region,63,male,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,14087.82,2800000,0,1,55-64
2016,Uzbekistan,Samarkand region,48,male,1,upper_secondary,tertiary,11,16,tertiary,lower_secondary,16,9,27670.68,3000000,0,1,45-54
2016,Uzbekistan,Samarkand region,55,male,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,17609.77,NA,0,1,55-64
2016,Uzbekistan,Samarkand region,55,male,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,24653.68,NA,0,1,55-64
2016,Uzbekistan,Samarkand region,34,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,23981.44,2000000,0,1,25-34
2016,Uzbekistan,Samarkand region,57,male,1,tertiary,NA,16,NA,NA,NA,NA,NA,14087.82,NA,0,0,55-64
2016,Uzbekistan,Samarkand region,50,female,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,30570.72,NA,0,0,45-54
2016,Uzbekistan,Samarkand region,42,female,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,12228.29,NA,0,0,35-44
2016,Uzbekistan,Samarkand region,36,female,1,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,11,11,14711.79,NA,0,0,35-44
2016,Uzbekistan,Samarkand region,48,female,1,upper_secondary,upper_secondary,11,11,NA,upper_secondary,NA,11,24456.58,NA,0,0,45-54
2016,Uzbekistan,Samarkand region,56,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,14087.82,2500000,0,0,55-64
2016,Uzbekistan,Samarkand region,43,male,1,upper_secondary,tertiary,11,16,tertiary,lower_secondary,16,9,20753.01,NA,0,0,35-44
2016,Uzbekistan,Samarkand region,26,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,19185.15,NA,0,0,25-34
2016,Uzbekistan,Samarkand region,62,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,9987.95,800000,0,1,55-64
2016,Uzbekistan,Samarkand region,60,male,0,tertiary,lower_secondary,16,9,lower_secondary,primary,9,6,7698.74,1800000,0,1,55-64
2016,Uzbekistan,Samarkand region,43,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9266.3,2200000,0,0,35-44
2016,Uzbekistan,Samarkand region,49,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,11868.18,1200000,0,0,45-54
2016,Uzbekistan,Samarkand region,56,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,NA,11,NA,4993.97,800000,0,0,55-64
2016,Uzbekistan,Samarkand region,36,male,0,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,11,11,5960.55,400000,0,0,35-44
2016,Uzbekistan,Samarkand region,59,female,0,tertiary,NA,16,NA,NA,NA,NA,NA,7490.96,900000,0,0,55-64
2016,Uzbekistan,Samarkand region,29,male,0,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,14901.37,1200000,0,0,25-34
2016,Uzbekistan,Samarkand region,44,female,0,tertiary,upper_secondary,16,11,upper_secondary,lower_secondary,11,9,8901.13,3000000,0,0,35-44
2016,Uzbekistan,Samarkand region,50,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,17802.27,3000000,0,0,45-54
2016,Uzbekistan,Samarkand region,36,male,0,upper_secondary,tertiary,11,16,upper_secondary,tertiary,11,16,11921.1,6000000,0,1,35-44
2016,Uzbekistan,Samarkand region,51,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,13899.45,620000,0,0,45-54
2016,Uzbekistan,Samarkand region,34,male,0,lower_secondary,tertiary,9,16,NA,tertiary,NA,16,5960.55,1200000,0,0,25-34
2016,Uzbekistan,Samarkand region,26,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,32898.07,1531000,0,1,25-34
2016,Uzbekistan,Samarkand region,55,female,0,tertiary,primary,16,6,primary,NA,6,NA,4993.97,3000000,0,0,55-64
2016,Uzbekistan,Samarkand region,41,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,primary,9,6,11582.87,1800000,0,1,35-44
2016,Uzbekistan,Samarkand region,25,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,11921.1,2200000,0,0,25-34
2016,Uzbekistan,Samarkand region,57,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,7698.74,700000,0,0,55-64
2016,Uzbekistan,Samarkand region,57,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,9987.95,900000,0,1,55-64
2016,Uzbekistan,Samarkand region,28,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,14901.37,800000,0,0,25-34
2016,Uzbekistan,Samarkand region,30,male,0,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,8940.82,515000,0,0,25-34
2016,Uzbekistan,Samarkand region,51,male,0,upper_secondary,upper_secondary,11,11,primary,upper_secondary,6,11,16216.02,NA,0,0,45-54
2016,Uzbekistan,Samarkand region,45,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,14835.22,400000,0,0,45-54
2016,Uzbekistan,Samarkand region,47,male,0,tertiary,lower_secondary,16,9,NA,lower_secondary,NA,9,11582.87,2055000,0,1,45-54
2016,Uzbekistan,Samarkand region,42,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,8901.13,635000,0,0,35-44
2016,Uzbekistan,Samarkand region,37,male,0,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,5960.55,NA,0,0,35-44
2016,Uzbekistan,Samarkand region,56,male,0,tertiary,lower_secondary,16,9,lower_secondary,primary,9,6,9623.43,NA,0,0,55-64
2016,Uzbekistan,Samarkand region,37,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,10966.02,500000,0,0,35-44
2016,Uzbekistan,Samarkand region,50,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,6949.72,1000000,0,0,45-54
2016,Uzbekistan,Samarkand region,37,male,0,upper_secondary,tertiary,11,16,tertiary,upper_secondary,16,11,5960.55,600000,0,0,35-44
2016,Uzbekistan,Samarkand region,49,female,0,tertiary,lower_secondary,16,9,lower_secondary,lower_secondary,9,9,5934.09,10000000,0,0,45-54
2016,Uzbekistan,Samarkand region,36,female,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,16449.04,1200000,0,1,35-44
2016,Uzbekistan,Samarkand region,39,female,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,16449.04,1400000,0,0,35-44
2016,Uzbekistan,Samarkand region,45,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,4633.15,NA,0,0,45-54
2016,Uzbekistan,Sirdarya region,56,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,6911.86,360000,0,0,55-64
2016,Uzbekistan,Sirdarya region,36,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,10118.29,620000,0,0,35-44
2016,Uzbekistan,Sirdarya region,55,male,0,tertiary,upper_secondary,16,11,upper_secondary,lower_secondary,11,9,12431.27,2300000,0,0,55-64
2016,Uzbekistan,Sirdarya region,35,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,8249.64,1700000,0,1,35-44
2016,Uzbekistan,Sirdarya region,36,male,0,upper_secondary,tertiary,11,16,tertiary,upper_secondary,16,11,8249.64,600000,0,1,35-44
2016,Uzbekistan,Sirdarya region,47,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,6412.47,700000,0,0,45-54
2016,Uzbekistan,Sirdarya region,58,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,9215.82,900000,0,0,55-64
2016,Uzbekistan,Sirdarya region,46,female,0,upper_secondary,lower_secondary,11,9,NA,lower_secondary,NA,9,10950.7,970000,0,0,45-54
2016,Uzbekistan,Sirdarya region,31,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,25295.71,530000,0,1,25-34
2016,Uzbekistan,Sirdarya region,34,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,5499.76,750000,0,0,25-34
2016,Uzbekistan,Sirdarya region,49,female,0,upper_secondary,lower_secondary,11,9,primary,lower_secondary,6,9,8213.02,1300000,0,0,45-54
2016,Uzbekistan,Sirdarya region,55,female,0,tertiary,tertiary,16,16,tertiary,lower_secondary,16,9,9215.82,2000000,0,0,55-64
2016,Uzbekistan,Sirdarya region,35,female,0,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,10118.29,800000,0,0,35-44
2016,Uzbekistan,Sirdarya region,41,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,8213.02,500000,0,0,35-44
2016,Uzbekistan,Sirdarya region,36,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,5499.76,350000,0,0,35-44
2016,Uzbekistan,Sirdarya region,30,male,0,lower_secondary,tertiary,9,16,tertiary,tertiary,16,16,5499.76,1000000,0,1,25-34
2016,Uzbekistan,Sirdarya region,42,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,8549.96,650000,0,0,35-44
2016,Uzbekistan,Sirdarya region,48,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,6412.47,1100000,0,0,45-54
2016,Uzbekistan,Sirdarya region,35,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,9,5499.76,1200000,0,0,35-44
2016,Uzbekistan,Sirdarya region,53,female,0,tertiary,upper_secondary,16,11,NA,upper_secondary,NA,11,13688.37,1170000,0,0,45-54
2016,Uzbekistan,Sirdarya region,60,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,11519.77,1300000,0,1,55-64
2016,Uzbekistan,Sirdarya region,33,female,0,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,11,11,10118.29,800000,0,0,25-34
2016,Uzbekistan,Sirdarya region,61,male,0,upper_secondary,primary,11,6,primary,primary,6,6,8879.48,NA,0,1,55-64
2016,Uzbekistan,Sirdarya region,53,male,0,tertiary,lower_secondary,16,9,lower_secondary,lower_secondary,9,9,10687.45,1180000,0,0,45-54
2016,Uzbekistan,Sirdarya region,53,male,0,upper_secondary,tertiary,11,16,tertiary,lower_secondary,16,9,8549.96,2000000,0,0,45-54
2016,Uzbekistan,Sirdarya region,25,female,0,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,5059.14,NA,0,0,25-34
2016,Uzbekistan,Sirdarya region,54,female,0,tertiary,NA,16,NA,NA,NA,NA,NA,13688.37,590000,0,0,45-54
2016,Uzbekistan,Sirdarya region,53,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,10687.45,1500000,0,0,45-54
2016,Uzbekistan,Sirdarya region,31,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,5499.76,560000,0,0,25-34
2016,Uzbekistan,Sirdarya region,53,male,0,tertiary,primary,16,6,primary,primary,6,6,6412.47,1000000,0,0,45-54
2016,Uzbekistan,Sirdarya region,25,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,13749.41,500000,0,0,25-34
2016,Uzbekistan,Sirdarya region,37,male,0,upper_secondary,tertiary,11,16,upper_secondary,tertiary,11,16,5499.76,500000,0,1,35-44
2016,Uzbekistan,Sirdarya region,31,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,8249.64,1700000,0,0,25-34
2016,Uzbekistan,Sirdarya region,58,male,0,tertiary,lower_secondary,16,9,lower_secondary,lower_secondary,9,9,15983.06,1500000,0,0,55-64
2016,Uzbekistan,Sirdarya region,43,male,1,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,19148.68,800000,1,1,35-44
2016,Uzbekistan,Sirdarya region,30,male,1,tertiary,tertiary,16,16,upper_secondary,tertiary,11,16,17702.02,2000000,0,1,25-34
2016,Uzbekistan,Sirdarya region,62,male,1,lower_secondary,lower_secondary,9,9,lower_secondary,lower_secondary,9,9,9749.06,550000,0,0,55-64
2016,Uzbekistan,Sirdarya region,45,male,1,upper_secondary,lower_secondary,11,9,lower_secondary,primary,9,6,25531.57,1500000,0,0,45-54
2016,Uzbekistan,Sirdarya region,54,female,1,upper_secondary,primary,11,6,primary,primary,6,6,11282.97,800000,0,0,45-54
2016,Uzbekistan,Sirdarya region,57,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,6499.37,NA,0,0,55-64
2016,Uzbekistan,Sirdarya region,53,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,38297.36,NA,0,0,45-54
2016,Uzbekistan,Sirdarya region,29,female,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,13574.48,2200000,0,0,25-34
2016,Uzbekistan,Sirdarya region,53,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,31914.47,3500000,0,0,45-54
2016,Uzbekistan,Sirdarya region,59,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,9,19498.11,NA,0,1,55-64
2016,Uzbekistan,Sirdarya region,54,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,22565.94,1000000,0,1,45-54
2016,Uzbekistan,Sirdarya region,46,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,11282.97,1000000,0,0,45-54
2016,Uzbekistan,Sirdarya region,59,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,9,14679.61,2700000,0,0,55-64
2016,Uzbekistan,Tashkent region,35,male,0,lower_secondary,lower_secondary,9,9,lower_secondary,lower_secondary,9,9,8795.76,1300000,0,0,35-44
2016,Uzbekistan,Tashkent region,37,female,0,tertiary,NA,16,NA,NA,NA,NA,NA,10788.1,1000000,0,0,35-44
2016,Uzbekistan,Tashkent region,40,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,8756.72,270000,0,0,35-44
2016,Uzbekistan,Tashkent region,37,male,0,lower_secondary,upper_secondary,9,11,upper_secondary,lower_secondary,11,9,5863.84,800000,0,0,35-44
2016,Uzbekistan,Tashkent region,35,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,5863.84,800000,0,0,35-44
2016,Uzbekistan,Tashkent region,58,female,0,upper_secondary,upper_secondary,11,11,lower_secondary,upper_secondary,9,11,9825.9,1300000,0,0,55-64
2016,Uzbekistan,Tashkent region,59,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,7573.83,2000000,0,0,55-64
2016,Uzbekistan,Tashkent region,39,female,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,16182.16,600000,0,0,35-44
2016,Uzbekistan,Tashkent region,39,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,5863.84,900000,0,0,35-44
2016,Uzbekistan,Tashkent region,53,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,9,6836.97,1015000,0,0,45-54
2016,Uzbekistan,Tashkent region,60,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,primary,11,6,13254.21,2000000,0,1,55-64
2016,Uzbekistan,Tashkent region,39,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,16182.16,1000000,0,1,35-44
2016,Uzbekistan,Tashkent region,43,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,9115.96,1300000,0,0,35-44
2016,Uzbekistan,Tashkent region,49,female,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,8756.72,1000000,0,0,45-54
2016,Uzbekistan,Tashkent region,32,female,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,10788.1,1300000,0,0,25-34
2016,Uzbekistan,Tashkent region,29,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,NA,9,NA,21576.21,1500000,0,1,25-34
2016,Uzbekistan,Tashkent region,33,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,8795.76,1300000,0,1,25-34
2016,Uzbekistan,Tashkent region,34,male,0,tertiary,lower_secondary,16,9,lower_secondary,lower_secondary,9,9,5863.84,630000,0,0,25-34
2016,Uzbekistan,Tashkent region,34,female,0,lower_secondary,NA,9,NA,NA,NA,NA,NA,26970.26,NA,0,1,25-34
2016,Uzbekistan,Tashkent region,33,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,9,9436.94,720000,1,0,25-34
2016,Uzbekistan,Tashkent region,37,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,18873.88,1500000,0,0,35-44
2016,Uzbekistan,Tashkent region,35,female,1,lower_secondary,lower_secondary,9,9,NA,lower_secondary,NA,9,14473.1,1250000,0,0,35-44
2016,Uzbekistan,Tashkent region,48,female,1,lower_secondary,lower_secondary,9,9,lower_secondary,lower_secondary,9,9,12029.89,1500000,0,0,45-54
2016,Uzbekistan,Tashkent region,26,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,NA,9,NA,28946.2,NA,0,0,25-34
2016,Uzbekistan,Tashkent region,36,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,14155.41,1800000,1,1,35-44
2016,Uzbekistan,Tashkent region,32,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,7236.55,NA,0,0,25-34
2016,Uzbekistan,Tashkent region,57,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,7825.69,1700000,0,0,55-64
2016,Uzbekistan,Tashkent region,51,male,1,upper_secondary,tertiary,11,16,tertiary,tertiary,16,16,13610.87,1600000,0,0,45-54
2016,Uzbekistan,Tashkent region,34,female,1,upper_secondary,tertiary,11,16,tertiary,lower_secondary,16,9,7236.55,1000000,0,0,25-34
2016,Uzbekistan,Tashkent region,37,female,1,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,11,11,14473.1,900000,0,0,35-44
2016,Uzbekistan,Tashkent region,30,female,1,upper_secondary,tertiary,11,16,tertiary,lower_secondary,16,9,14473.1,1600000,0,0,25-34
2016,Uzbekistan,Tashkent region,29,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,18873.88,2500000,0,0,25-34
2016,Uzbekistan,Tashkent region,59,female,1,upper_secondary,upper_secondary,11,11,NA,upper_secondary,NA,11,11738.54,700000,0,0,55-64
2016,Uzbekistan,Tashkent region,55,female,1,upper_secondary,upper_secondary,11,11,NA,upper_secondary,NA,11,19564.23,1700000,0,0,55-64
2016,Uzbekistan,Tashkent region,51,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,34027.17,NA,0,0,45-54
2016,Uzbekistan,Tashkent region,64,male,1,upper_secondary,lower_secondary,11,9,primary,lower_secondary,6,9,10394.43,525000,0,1,55-64
2016,Uzbekistan,Tashkent region,36,male,1,upper_secondary,upper_secondary,11,11,NA,upper_secondary,NA,11,9436.94,380000,0,0,35-44
2016,Uzbekistan,Tashkent region,35,male,1,lower_secondary,tertiary,9,16,tertiary,upper_secondary,16,11,14155.41,1400000,0,1,35-44
2016,Uzbekistan,Tashkent region,47,female,1,tertiary,tertiary,16,16,tertiary,upper_secondary,16,11,24059.78,2100000,0,0,45-54
2016,Uzbekistan,Tashkent region,34,male,1,tertiary,tertiary,16,16,tertiary,tertiary,16,16,9436.94,800000,0,0,25-34
2016,Uzbekistan,Tashkent region,46,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,9,20416.3,1500000,0,1,45-54
2016,Uzbekistan,Tashkent region,36,female,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,7236.55,NA,0,0,35-44
2016,Uzbekistan,Tashkent region,35,female,1,upper_secondary,tertiary,11,16,tertiary,upper_secondary,16,11,14473.1,NA,0,0,35-44
2016,Uzbekistan,Tashkent region,42,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,12029.89,350000,0,0,35-44
2016,Uzbekistan,Tashkent region,54,female,1,upper_secondary,tertiary,11,16,tertiary,primary,16,6,12029.89,306000,0,0,45-54
2016,Uzbekistan,Tashkent region,36,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,9436.94,2100000,1,0,35-44
2016,Uzbekistan,Tashkent region,29,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,7236.55,1500000,0,0,25-34
2016,Uzbekistan,Tashkent region,37,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,14659.6,1250000,0,1,35-44
2016,Uzbekistan,Tashkent region,50,male,0,upper_secondary,tertiary,11,16,tertiary,upper_secondary,16,11,4557.98,695000,0,0,45-54
2016,Uzbekistan,Tashkent region,30,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,8795.76,1400000,0,1,25-34
2016,Uzbekistan,Tashkent region,56,male,0,tertiary,tertiary,16,16,tertiary,tertiary,16,16,13254.21,2510000,0,0,55-64
2016,Uzbekistan,Tashkent region,28,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,11727.68,1600000,0,0,25-34
2016,Uzbekistan,Tashkent region,59,female,0,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,11,11,17195.32,2000000,0,0,55-64
2016,Uzbekistan,Tashkent region,25,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,17591.52,1500000,0,0,25-34
2016,Uzbekistan,Tashkent region,54,female,0,upper_secondary,upper_secondary,11,11,NA,upper_secondary,NA,11,11675.62,1000000,0,0,45-54
2016,Uzbekistan,Tashkent region,54,male,0,upper_secondary,upper_secondary,11,11,lower_secondary,upper_secondary,9,11,15952.92,1730000,0,0,45-54
