wave_year,country,region,age,gender,urban,own_ed_level,parent_ed_level,own_years_schooling,parent_years_schooling,father_ed_level,mother_ed_level,father_years_schooling,mother_years_schooling,sample_weight,hh_income_proxy,migration_exposure,multigenerational_hh,cohort
2010,182,Karakalpakstan republic,25,male,0,tertiary,post_secondary_non_tertiary,16,13,post_secondary_non_tertiary,post_secondary_non_tertiary,13,13,16047.2294921875,NA,NA,0,25-34
2010,182,Samarkand region,25,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,0,25-34
2010,182,Karakalpakstan republic,27,female,1,tertiary,NA,16,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,0,25-34
2010,182,Namangan region,39,male,1,upper_secondary,upper_secondary,11,11,lower_secondary,upper_secondary,8,10,11876.6064453125,NA,NA,1,35-44
2010,182,Samarkand region,49,female,0,tertiary,post_secondary_non_tertiary,16,13,NA,post_secondary_non_tertiary,NA,14,10240.12109375,NA,NA,0,45-54
2010,182,Tashkent region,39,male,0,upper_secondary,post_secondary_non_tertiary,11,13,NA,post_secondary_non_tertiary,NA,13,11876.6064453125,NA,NA,1,35-44
2010,182,Jizzakh region,33,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,0,25-34
2010,182,Samarkand region,60,female,1,lower_secondary,NA,9,NA,NA,NA,NA,NA,5185.65771484375,NA,NA,1,55-64
2010,182,Bukhara region,29,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,0,25-34
2010,182,Tashkent city,33,male,NA,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,16047.2294921875,NA,NA,0,25-34
2010,182,Tashkent region,27,female,0,lower_secondary,lower_secondary,9,9,lower_secondary,lower_secondary,9,9,15867.6982421875,NA,NA,0,25-34
2010,182,Karakalpakstan republic,51,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,10240.12109375,NA,NA,0,45-54
2010,182,Sirdarya region,33,female,1,upper_secondary,tertiary,11,16,tertiary,upper_secondary,17,10,15867.6982421875,NA,NA,0,25-34
2010,182,Sirdarya region,26,female,1,upper_secondary,post_secondary_non_tertiary,11,13,upper_secondary,post_secondary_non_tertiary,11,14,15867.6982421875,NA,NA,0,25-34
2010,182,Tashkent city,40,female,NA,upper_secondary,NA,11,NA,NA,NA,NA,NA,12208.046875,NA,NA,0,35-44
2010,182,Tashkent city,31,female,NA,upper_secondary,upper_secondary,11,11,NA,upper_secondary,NA,10,15867.6982421875,NA,NA,0,25-34
2010,182,Tashkent city,44,male,NA,tertiary,lower_secondary,16,9,lower_secondary,lower_secondary,8,8,11876.6064453125,NA,NA,0,35-44
2010,182,Tashkent region,29,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,15867.6982421875,NA,NA,0,25-34
2010,182,Sirdarya region,26,female,1,upper_secondary,upper_secondary,11,11,NA,upper_secondary,NA,12,15867.6982421875,NA,NA,0,25-34
2010,182,Sirdarya region,30,male,1,upper_secondary,lower_secondary,11,9,primary,lower_secondary,6,8,16047.2294921875,NA,NA,1,25-34
2010,182,Samarkand region,39,male,0,upper_secondary,tertiary,11,16,tertiary,NA,15,NA,11876.6064453125,NA,NA,0,35-44
2010,182,Tashkent city,29,male,NA,upper_secondary,tertiary,11,16,tertiary,tertiary,15,15,16047.2294921875,NA,NA,0,25-34
2010,182,Sirdarya region,48,male,1,upper_secondary,primary,11,6,primary,no_formal,4,0,9542.7158203125,NA,NA,0,45-54
2010,182,Tashkent region,38,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,11876.6064453125,NA,NA,0,35-44
2010,182,Tashkent city,52,female,NA,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,9,10240.12109375,NA,NA,0,45-54
2010,182,Tashkent region,48,male,1,lower_secondary,no_formal,9,0,no_formal,no_formal,0,0,9542.7158203125,NA,NA,0,45-54
2010,182,Tashkent region,31,female,0,tertiary,NA,16,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,0,25-34
2010,182,Tashkent city,28,female,NA,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,15867.6982421875,NA,NA,0,25-34
2010,182,Tashkent region,30,male,0,lower_secondary,NA,9,NA,NA,NA,NA,NA,16047.2294921875,NA,NA,0,25-34
2010,182,Tashkent region,59,female,1,lower_secondary,primary,9,6,primary,no_formal,5,0,5185.65771484375,NA,NA,1,55-64
2010,182,Tashkent region,60,female,0,lower_secondary,lower_secondary,9,9,lower_secondary,lower_secondary,8,8,5185.65771484375,NA,NA,0,55-64
2010,182,Tashkent region,33,male,0,upper_secondary,upper_secondary,11,11,lower_secondary,upper_secondary,8,10,16047.2294921875,NA,NA,0,25-34
2010,182,Karakalpakstan republic,42,male,0,upper_secondary,tertiary,11,16,tertiary,no_formal,17,0,11876.6064453125,NA,NA,0,35-44
2010,182,Namangan region,40,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,11876.6064453125,NA,NA,0,35-44
2010,182,Tashkent city,48,male,NA,upper_secondary,tertiary,11,16,tertiary,upper_secondary,15,10,9542.7158203125,NA,NA,0,45-54
2010,182,Tashkent region,54,female,0,primary,NA,6,NA,NA,NA,NA,NA,10240.12109375,NA,NA,0,45-54
2010,182,Tashkent region,41,male,1,tertiary,tertiary,16,16,upper_secondary,tertiary,10,15,11876.6064453125,NA,NA,0,35-44
2010,182,Tashkent region,43,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,10,8,11876.6064453125,NA,NA,0,35-44
2010,182,Namangan region,58,female,0,upper_secondary,lower_secondary,11,9,NA,lower_secondary,NA,7,5185.65771484375,NA,NA,0,55-64
2010,182,Tashkent region,28,female,0,primary,lower_secondary,6,9,lower_secondary,lower_secondary,8,7,15867.6982421875,NA,NA,0,25-34
2010,182,Tashkent region,42,female,1,tertiary,NA,16,NA,NA,NA,NA,NA,12208.046875,NA,NA,0,35-44
2010,182,Tashkent region,25,female,0,upper_secondary,no_formal,11,0,no_formal,no_formal,0,0,15867.6982421875,NA,NA,0,25-34
2010,182,Tashkent city,26,female,NA,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,15867.6982421875,NA,NA,0,25-34
2010,182,Tashkent city,34,female,NA,tertiary,primary,16,6,primary,primary,6,3,15867.6982421875,NA,NA,0,25-34
2010,182,Tashkent region,39,female,1,lower_secondary,NA,9,NA,NA,NA,NA,NA,12208.046875,NA,NA,0,35-44
2010,182,Tashkent region,32,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,16047.2294921875,NA,NA,1,25-34
2010,182,Tashkent city,50,female,NA,tertiary,tertiary,16,16,post_secondary_non_tertiary,tertiary,14,18,10240.12109375,NA,NA,0,45-54
2010,182,Tashkent city,54,male,NA,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,10,10,9542.7158203125,NA,NA,0,45-54
2010,182,Karakalpakstan republic,29,male,0,tertiary,lower_secondary,16,9,lower_secondary,lower_secondary,8,8,16047.2294921875,NA,NA,1,25-34
2010,182,Tashkent city,58,male,NA,lower_secondary,no_formal,9,0,no_formal,no_formal,0,0,4571.1123046875,NA,NA,0,55-64
2010,182,Tashkent city,35,female,NA,lower_secondary,upper_secondary,9,11,upper_secondary,lower_secondary,10,9,12208.046875,NA,NA,0,35-44
2010,182,Tashkent city,29,female,NA,lower_secondary,tertiary,9,16,tertiary,upper_secondary,18,10,15867.6982421875,NA,NA,1,25-34
2010,182,Khorezm region,38,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,11876.6064453125,NA,NA,0,35-44
2010,182,Namangan region,52,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,10240.12109375,NA,NA,0,45-54
2010,182,Tashkent city,31,female,NA,upper_secondary,post_secondary_non_tertiary,11,13,post_secondary_non_tertiary,post_secondary_non_tertiary,14,14,15867.6982421875,NA,NA,0,25-34
2010,182,Namangan region,37,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,12,10,11876.6064453125,NA,NA,1,35-44
2010,182,Tashkent city,26,male,NA,lower_secondary,lower_secondary,9,9,lower_secondary,lower_secondary,9,9,16047.2294921875,NA,NA,0,25-34
2010,182,Tashkent city,60,male,NA,upper_secondary,no_formal,11,0,no_formal,no_formal,0,0,4571.1123046875,NA,NA,1,55-64
2010,182,Tashkent city,55,male,NA,lower_secondary,lower_secondary,9,9,lower_secondary,primary,8,3,4571.1123046875,NA,NA,0,55-64
2010,182,Sirdarya region,29,female,0,upper_secondary,upper_secondary,11,11,primary,upper_secondary,3,10,15867.6982421875,NA,NA,0,25-34
2010,182,Sirdarya region,38,female,0,lower_secondary,lower_secondary,9,9,NA,lower_secondary,NA,7,12208.046875,NA,NA,0,35-44
2010,182,Samarkand region,53,male,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,9542.7158203125,NA,NA,0,45-54
2010,182,Sirdarya region,36,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,12208.046875,NA,NA,0,35-44
2010,182,Jizzakh region,53,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,10,10,9542.7158203125,NA,NA,0,45-54
2010,182,Samarkand region,46,male,0,upper_secondary,primary,11,6,no_formal,primary,0,4,9542.7158203125,NA,NA,0,45-54
2010,182,Tashkent region,40,female,0,primary,NA,6,NA,NA,NA,NA,NA,12208.046875,NA,NA,1,35-44
2010,182,Samarkand region,30,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,16047.2294921875,NA,NA,0,25-34
2010,182,Tashkent city,56,female,NA,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,7,7,5185.65771484375,NA,NA,1,55-64
2010,182,Samarkand region,38,female,1,tertiary,tertiary,16,16,tertiary,tertiary,20,16,12208.046875,NA,NA,0,35-44
2010,182,Samarkand region,40,female,1,lower_secondary,lower_secondary,9,9,lower_secondary,lower_secondary,9,9,12208.046875,NA,NA,0,35-44
2010,182,Tashkent city,39,male,NA,lower_secondary,tertiary,9,16,tertiary,upper_secondary,15,10,11876.6064453125,NA,NA,1,35-44
2010,182,Samarkand region,54,male,1,upper_secondary,tertiary,11,16,tertiary,upper_secondary,15,10,9542.7158203125,NA,NA,0,45-54
2010,182,Samarkand region,52,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,9542.7158203125,NA,NA,0,45-54
2010,182,Samarkand region,31,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,16047.2294921875,NA,NA,0,25-34
2010,182,Karakalpakstan republic,59,male,0,tertiary,tertiary,16,16,tertiary,upper_secondary,17,10,4571.1123046875,NA,NA,0,55-64
2010,182,Samarkand region,56,female,0,lower_secondary,lower_secondary,9,9,lower_secondary,lower_secondary,9,9,5185.65771484375,NA,NA,0,55-64
2010,182,Samarkand region,43,female,0,tertiary,tertiary,16,16,tertiary,upper_secondary,15,10,12208.046875,NA,NA,0,35-44
2010,182,Samarkand region,57,female,0,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,10,10,5185.65771484375,NA,NA,0,55-64
2010,182,Samarkand region,28,male,0,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,1,25-34
2010,182,Samarkand region,28,female,0,lower_secondary,NA,9,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,0,25-34
2010,182,Samarkand region,41,female,0,lower_secondary,NA,9,NA,NA,NA,NA,NA,12208.046875,NA,NA,0,35-44
2010,182,Samarkand region,25,female,1,lower_secondary,tertiary,9,16,tertiary,post_secondary_non_tertiary,15,13,15867.6982421875,NA,NA,0,25-34
2010,182,Samarkand region,34,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,0,25-34
2010,182,Samarkand region,53,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,10240.12109375,NA,NA,0,45-54
2010,182,Samarkand region,49,male,1,upper_secondary,lower_secondary,11,9,NA,lower_secondary,NA,8,9542.7158203125,NA,NA,0,45-54
2010,182,Samarkand region,25,female,1,tertiary,tertiary,16,16,post_secondary_non_tertiary,tertiary,13,15,15867.6982421875,NA,NA,0,25-34
2010,182,Samarkand region,38,female,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,10,10,12208.046875,NA,NA,0,35-44
2010,182,Samarkand region,34,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,15867.6982421875,NA,NA,0,25-34
2010,182,Samarkand region,30,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,12,15867.6982421875,NA,NA,0,25-34
2010,182,Samarkand region,53,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,primary,7,3,10240.12109375,NA,NA,0,45-54
2010,182,Samarkand region,52,male,0,upper_secondary,primary,11,6,primary,primary,3,3,9542.7158203125,NA,NA,0,45-54
2010,182,Samarkand region,53,male,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,9542.7158203125,NA,NA,0,45-54
2010,182,Samarkand region,62,male,0,tertiary,lower_secondary,16,9,primary,lower_secondary,3,7,4571.1123046875,NA,NA,1,55-64
2010,182,Samarkand region,48,female,0,upper_secondary,no_formal,11,0,no_formal,no_formal,0,0,10240.12109375,NA,NA,0,45-54
2010,182,Samarkand region,54,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,10,7,10240.12109375,NA,NA,0,45-54
2010,182,Karakalpakstan republic,28,female,0,upper_secondary,tertiary,11,16,tertiary,upper_secondary,16,11,15867.6982421875,NA,NA,0,25-34
2010,182,Bukhara region,26,male,0,lower_secondary,upper_secondary,9,11,upper_secondary,lower_secondary,10,8,16047.2294921875,NA,NA,1,25-34
2010,182,Navoi region,46,female,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,10240.12109375,NA,NA,0,45-54
2010,182,Navoi region,28,male,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,11,11,16047.2294921875,NA,NA,0,25-34
2010,182,Navoi region,60,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,5185.65771484375,NA,NA,1,55-64
2010,182,Navoi region,29,male,1,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,1,25-34
2010,182,Navoi region,38,male,0,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,10,10,11876.6064453125,NA,NA,0,35-44
2010,182,Navoi region,32,male,0,lower_secondary,primary,9,6,primary,NA,4,NA,16047.2294921875,NA,NA,1,25-34
2010,182,Khorezm region,35,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,12208.046875,NA,NA,0,35-44
2010,182,Bukhara region,30,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,0,25-34
2010,182,Navoi region,31,female,0,upper_secondary,tertiary,11,16,tertiary,upper_secondary,15,10,15867.6982421875,NA,NA,0,25-34
2010,182,Navoi region,37,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,12208.046875,NA,NA,0,35-44
2010,182,Namangan region,54,female,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,10,10,10240.12109375,NA,NA,0,45-54
2010,182,Navoi region,26,male,0,upper_secondary,post_secondary_non_tertiary,11,13,post_secondary_non_tertiary,post_secondary_non_tertiary,13,13,16047.2294921875,NA,NA,0,25-34
2010,182,Namangan region,38,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,11,11,11876.6064453125,NA,NA,0,35-44
2010,182,Namangan region,31,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,1,25-34
2010,182,Namangan region,45,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,7,7,9542.7158203125,NA,NA,0,45-54
2010,182,Namangan region,52,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,no_formal,10,0,10240.12109375,NA,NA,0,45-54
2010,182,Namangan region,37,female,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,10,10,12208.046875,NA,NA,0,35-44
2010,182,Namangan region,52,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,7,7,10240.12109375,NA,NA,0,45-54
2010,182,Namangan region,33,female,0,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,10,10,15867.6982421875,NA,NA,0,25-34
2010,182,Namangan region,39,female,0,upper_secondary,tertiary,11,16,tertiary,tertiary,15,15,12208.046875,NA,NA,0,35-44
2010,182,Namangan region,51,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,10,8,10240.12109375,NA,NA,0,45-54
2010,182,Tashkent city,33,female,NA,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,15867.6982421875,NA,NA,0,25-34
2010,182,Namangan region,28,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,0,25-34
2010,182,Namangan region,59,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,7,7,5185.65771484375,NA,NA,0,55-64
2010,182,Namangan region,45,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,10240.12109375,NA,NA,1,45-54
2010,182,Namangan region,50,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,10240.12109375,NA,NA,1,45-54
2010,182,Tashkent region,57,female,1,lower_secondary,NA,9,NA,NA,NA,NA,NA,5185.65771484375,NA,NA,1,55-64
2010,182,Samarkand region,59,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,5185.65771484375,NA,NA,0,55-64
2010,182,Namangan region,47,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,10240.12109375,NA,NA,0,45-54
2010,182,Namangan region,32,male,0,upper_secondary,tertiary,11,16,tertiary,upper_secondary,15,10,16047.2294921875,NA,NA,1,25-34
2010,182,Namangan region,60,female,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,5185.65771484375,NA,NA,1,55-64
2010,182,Namangan region,42,male,1,upper_secondary,post_secondary_non_tertiary,11,13,post_secondary_non_tertiary,upper_secondary,13,10,11876.6064453125,NA,NA,0,35-44
2010,182,Namangan region,41,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,12208.046875,NA,NA,1,35-44
2010,182,Namangan region,35,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,7,11876.6064453125,NA,NA,1,35-44
2010,182,Namangan region,46,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,9542.7158203125,NA,NA,0,45-54
2010,182,Khorezm region,31,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,10,8,16047.2294921875,NA,NA,0,25-34
2010,182,Khorezm region,54,male,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,9542.7158203125,NA,NA,0,45-54
2010,182,Khorezm region,29,female,0,upper_secondary,upper_secondary,11,11,primary,upper_secondary,1,10,15867.6982421875,NA,NA,0,25-34
2010,182,Khorezm region,40,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,12208.046875,NA,NA,0,35-44
2010,182,Khorezm region,25,male,0,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,0,25-34
2010,182,Tashkent region,53,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,10,8,9542.7158203125,NA,NA,0,45-54
2010,182,Khorezm region,33,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,0,25-34
2010,182,Navoi region,44,male,0,tertiary,upper_secondary,16,11,primary,upper_secondary,3,10,11876.6064453125,NA,NA,0,35-44
2010,182,Karakalpakstan republic,32,female,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,0,25-34
2010,182,Khorezm region,57,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,5185.65771484375,NA,NA,0,55-64
2010,182,Khorezm region,36,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,11876.6064453125,NA,NA,0,35-44
2010,182,Khorezm region,45,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,9542.7158203125,NA,NA,0,45-54
2010,182,Bukhara region,49,female,1,upper_secondary,upper_secondary,11,11,lower_secondary,upper_secondary,8,10,10240.12109375,NA,NA,0,45-54
2010,182,Khorezm region,34,female,0,lower_secondary,upper_secondary,9,11,upper_secondary,lower_secondary,10,8,15867.6982421875,NA,NA,0,25-34
2010,182,Khorezm region,53,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,10240.12109375,NA,NA,0,45-54
2010,182,Karakalpakstan republic,42,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,9,9,12208.046875,NA,NA,1,35-44
2010,182,Namangan region,45,male,0,upper_secondary,post_secondary_non_tertiary,11,13,post_secondary_non_tertiary,lower_secondary,13,7,9542.7158203125,NA,NA,0,45-54
2010,182,Karakalpakstan republic,61,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,primary,8,4,4571.1123046875,NA,NA,1,55-64
2010,182,Karakalpakstan republic,41,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,10,8,11876.6064453125,NA,NA,0,35-44
2010,182,Karakalpakstan republic,47,female,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,10240.12109375,NA,NA,0,45-54
2010,182,Karakalpakstan republic,37,female,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,12208.046875,NA,NA,1,35-44
2010,182,Karakalpakstan republic,50,female,0,tertiary,NA,16,NA,NA,NA,NA,NA,10240.12109375,NA,NA,1,45-54
2010,182,Karakalpakstan republic,38,male,0,upper_secondary,tertiary,11,16,tertiary,tertiary,15,15,11876.6064453125,NA,NA,0,35-44
2010,182,Samarkand region,37,female,0,lower_secondary,tertiary,9,16,tertiary,lower_secondary,15,9,12208.046875,NA,NA,1,35-44
2010,182,Namangan region,29,female,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,12,12,15867.6982421875,NA,NA,0,25-34
2010,182,Tashkent city,47,male,NA,upper_secondary,NA,11,NA,NA,NA,NA,NA,9542.7158203125,NA,NA,0,45-54
2010,182,Karakalpakstan republic,29,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,0,25-34
2010,182,Namangan region,50,female,0,lower_secondary,upper_secondary,9,11,upper_secondary,lower_secondary,10,8,10240.12109375,NA,NA,0,45-54
2010,182,Karakalpakstan republic,41,male,0,tertiary,post_secondary_non_tertiary,16,13,post_secondary_non_tertiary,upper_secondary,14,10,11876.6064453125,NA,NA,0,35-44
2010,182,Karakalpakstan republic,25,male,0,tertiary,post_secondary_non_tertiary,16,13,post_secondary_non_tertiary,post_secondary_non_tertiary,14,14,16047.2294921875,NA,NA,0,25-34
2010,182,Karakalpakstan republic,46,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,10240.12109375,NA,NA,0,45-54
2010,182,Jizzakh region,49,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,10240.12109375,NA,NA,0,45-54
2010,182,Khorezm region,47,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,10240.12109375,NA,NA,0,45-54
2010,182,Jizzakh region,37,female,0,lower_secondary,lower_secondary,9,9,primary,lower_secondary,4,9,12208.046875,NA,NA,0,35-44
2010,182,Jizzakh region,25,female,0,lower_secondary,lower_secondary,9,9,lower_secondary,lower_secondary,7,7,15867.6982421875,NA,NA,0,25-34
2010,182,Jizzakh region,34,female,0,lower_secondary,upper_secondary,9,11,upper_secondary,upper_secondary,10,10,15867.6982421875,NA,NA,1,25-34
2010,182,Jizzakh region,44,female,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,7,7,12208.046875,NA,NA,0,35-44
2010,182,Tashkent city,46,male,NA,tertiary,lower_secondary,16,9,lower_secondary,lower_secondary,8,8,9542.7158203125,NA,NA,0,45-54
2010,182,Jizzakh region,34,male,0,tertiary,upper_secondary,16,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,0,25-34
2010,182,Jizzakh region,47,female,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,10240.12109375,NA,NA,0,45-54
2010,182,Jizzakh region,59,male,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,4571.1123046875,NA,NA,0,55-64
2010,182,Jizzakh region,50,female,1,tertiary,lower_secondary,16,9,lower_secondary,lower_secondary,8,8,10240.12109375,NA,NA,0,45-54
2010,182,Jizzakh region,31,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,NA,10,NA,16047.2294921875,NA,NA,0,25-34
2010,182,Bukhara region,32,male,0,upper_secondary,tertiary,11,16,tertiary,tertiary,15,15,16047.2294921875,NA,NA,0,25-34
2010,182,Tashkent city,59,female,NA,upper_secondary,primary,11,6,NA,primary,NA,2,5185.65771484375,NA,NA,0,55-64
2010,182,Bukhara region,33,female,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,15867.6982421875,NA,NA,1,25-34
2010,182,Tashkent region,38,male,0,tertiary,NA,16,NA,NA,NA,NA,NA,11876.6064453125,NA,NA,0,35-44
2010,182,Bukhara region,26,male,0,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,12,10,16047.2294921875,NA,NA,0,25-34
2010,182,Bukhara region,54,male,0,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,9542.7158203125,NA,NA,0,45-54
2010,182,Namangan region,51,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,7,7,10240.12109375,NA,NA,0,45-54
2010,182,Bukhara region,42,female,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,12208.046875,NA,NA,0,35-44
2010,182,Bukhara region,54,male,1,upper_secondary,lower_secondary,11,9,lower_secondary,lower_secondary,8,8,9542.7158203125,NA,NA,0,45-54
2010,182,Bukhara region,35,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,11876.6064453125,NA,NA,0,35-44
2010,182,Bukhara region,25,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,lower_secondary,11,8,16047.2294921875,NA,NA,0,25-34
2010,182,Bukhara region,28,female,1,lower_secondary,NA,9,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,1,25-34
2010,182,Bukhara region,26,female,1,lower_secondary,tertiary,9,16,tertiary,upper_secondary,15,10,15867.6982421875,NA,NA,0,25-34
2010,182,Bukhara region,26,female,1,upper_secondary,NA,11,NA,NA,NA,NA,NA,15867.6982421875,NA,NA,0,25-34
2010,182,Bukhara region,40,female,1,lower_secondary,primary,9,6,primary,primary,4,4,12208.046875,NA,NA,0,35-44
2010,182,Bukhara region,36,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,11876.6064453125,NA,NA,0,35-44
2010,182,Bukhara region,32,male,1,upper_secondary,upper_secondary,11,11,upper_secondary,upper_secondary,10,10,16047.2294921875,NA,NA,0,25-34
2010,182,Jizzakh region,41,female,0,upper_secondary,NA,11,NA,NA,NA,NA,NA,12208.046875,NA,NA,0,35-44
2010,182,Namangan region,35,female,0,upper_secondary,post_secondary_non_tertiary,11,13,post_secondary_non_tertiary,upper_secondary,13,10,12208.046875,NA,NA,0,35-44
