sample_label,sample_n,weighted_mean_age,female_share,urban_share,tashkent_city_share,largest_region_share
full_linked,8224,20.684679823765414,0.2859264142329255,0.4547225047480986,0.0552687317789687,0.11829686550042717
no_migration_signal,4114,20.537117610803495,0.3125846511429838,0.4648349864468327,0.058977085445937716,0.11858257958836774
