model_sample,subgroup_type,wave_year,subgroup_value,included,n,weight_sum,share_within_status,weighted_share_within_status
module_b_included,region,2010,Samarkand region,TRUE,157,1859503.7319335938,0.171960569550931,0.16757058818460116
module_b_included,region,2010,Sirdarya region,FALSE,1,10240.12109375,0.0047169811320754715,0.004404619226612355
module_b_included,region,2010,Sirdarya region,TRUE,45,585723.857421875,0.04928806133625411,0.05278294935169411
module_b_included,region,2010,Tashkent city,FALSE,21,243090.662109375,0.09905660377358491,0.10456143968750424
module_b_included,region,2010,Tashkent city,TRUE,133,1523858.3950195313,0.1456736035049288,0.1373236542515228
module_b_included,region,2010,Tashkent region,FALSE,55,642586.5595703125,0.25943396226415094,0.2763980122045208
module_b_included,region,2010,Tashkent region,TRUE,103,1207823.2700195313,0.11281489594742607,0.10884390942832972
module_b_included,region,2016,Bukhara region,FALSE,5,56622.83,0.09259259259259259,0.08385811270769748
module_b_included,region,2016,Bukhara region,TRUE,111,1395351.89,0.09367088607594937,0.09315722167637475
module_b_included,region,2016,Jizzakh region,FALSE,3,15568.03,0.05555555555555555,0.02305617035349197
module_b_included,region,2016,Jizzakh region,TRUE,82,1087953.97,0.06919831223628692,0.07263455898352777
module_b_included,region,2016,Karakalpakstan republic,TRUE,115,1384552.55,0.0970464135021097,0.09243623042137417
module_b_included,region,2016,Khorezm region,FALSE,7,84128.43,0.12962962962962962,0.12459376129489885
module_b_included,region,2016,Khorezm region,TRUE,93,1323029.24,0.07848101265822785,0.08832877862444119
module_b_included,region,2016,Namangan region,FALSE,6,79147.78,0.1111111111111111,0.11721744490347877
module_b_included,region,2016,Namangan region,TRUE,156,1953074.6300000001,0.13164556962025317,0.13039220254140596
module_b_included,region,2016,Navoi region,FALSE,5,59158.920000000006,0.09259259259259259,0.087614048627129
module_b_included,region,2016,Navoi region,TRUE,39,589693.2999999999,0.03291139240506329,0.039369416319185946
module_b_included,region,2016,Samarkand region,FALSE,10,141320.18,0.18518518518518517,0.20929444152318233
module_b_included,region,2016,Samarkand region,TRUE,215,2839950.9,0.18143459915611815,0.18960230565303493
module_b_included,region,2016,Sirdarya region,FALSE,2,38984.08,0.037037037037037035,0.05773521695128794
module_b_included,region,2016,Sirdarya region,TRUE,45,521571.93,0.0379746835443038,0.03482146134706179
module_b_included,region,2016,Tashkent city,FALSE,2,36462.36,0.037037037037037035,0.05400056292609607
module_b_included,region,2016,Tashkent city,TRUE,163,1807786.47,0.13755274261603376,0.12069239747784409
module_b_included,region,2016,Tashkent region,FALSE,14,163829.24,0.25925925925925924,0.2426302407127376
module_b_included,region,2016,Tashkent region,TRUE,166,2075496.96,0.140084388185654,0.13856542695574942
module_b_included,region,2022,Andijan region,TRUE,74,1076619.5392594012,0.09536082474226804,0.061316406962711824
module_b_included,region,2022,Bukhara region,TRUE,43,299169.73069641157,0.055412371134020616,0.01703852873683194
module_b_included,region,2022,Fergana region,FALSE,2,30671.24796402601,0.13333333333333333,0.21508106674584945
module_b_included,region,2022,Fergana region,TRUE,100,3016267.9861462433,0.12886597938144329,0.17178465428406195
module_b_included,region,2022,Jizzakh region,FALSE,1,19090.99052116628,0.06666666666666667,0.13387491149181013
module_b_included,region,2022,Jizzakh region,TRUE,33,1410028.2150183574,0.04252577319587629,0.08030493661711312
module_b_included,region,2022,Karakalpakstan republic,TRUE,32,388655.03488732013,0.041237113402061855,0.02213495986116972
module_b_included,region,2022,Kashkadarya region,TRUE,78,2820791.836618809,0.10051546391752578,0.16065175663651127
module_b_included,region,2022,Khorezm region,TRUE,46,1711119.520283393,0.059278350515463915,0.09745290424480896
module_b_included,region,2022,Namangan region,TRUE,65,669969.1757736584,0.08376288659793814,0.03815656426082417
module_b_included,region,2022,Navoi region,TRUE,38,1326252.5433034422,0.04896907216494845,0.07553368457019237
module_b_included,region,2022,Samarkand region,FALSE,2,8532.890704845307,0.13333333333333333,0.05983660128131836
module_b_included,region,2022,Samarkand region,TRUE,77,1910775.0506236614,0.09922680412371133,0.1088238289812495
module_b_included,region,2022,Sirdarya region,FALSE,3,16337.449273664668,0.2,0.1145657986204992
module_b_included,region,2022,Sirdarya region,TRUE,6,69742.43320718287,0.007731958762886598,0.003972020998284172
module_b_included,region,2022,Surkhandarya region,TRUE,64,343521.49925549986,0.08247422680412371,0.01956448241992763
module_b_included,region,2022,Tashkent city,FALSE,5,53274.2787269532,0.3333333333333333,0.3735840391022927
module_b_included,region,2022,Tashkent city,TRUE,57,781953.150640984,0.07345360824742268,0.0445343557887305
module_b_included,region,2022,Tashkent region,FALSE,2,14696.34088753098,0.13333333333333333,0.1030575827582301
module_b_included,region,2022,Tashkent region,TRUE,63,1733559.387604601,0.08118556701030928,0.0987309156375828
