module_c_row_id,wave_year,region,urban,weight_valid,child_module_eligibility_observed,child_enrolled_pre_covid,mechanism_sample_eligible,parent_schooling_observed,mechanism_parent_non_missing,parent_years_schooling,parent_low_edu,m1_switched_online_included,m2_school_closed_no_online_included,m3_education_stopped_covid_included,m4_any_remote_challenge_included
193,2022,Khorezm region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
194,2022,Khorezm region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
195,2022,Khorezm region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
196,2022,Khorezm region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
197,2022,Khorezm region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
198,2022,Khorezm region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
199,2022,Khorezm region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
200,2022,Khorezm region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
201,2022,Khorezm region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
202,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
203,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
204,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
205,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
206,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
207,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
208,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
209,2022,Namangan region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
210,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
211,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
212,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
213,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
214,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
215,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
216,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
217,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
218,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
219,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
220,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
221,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
222,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
223,2022,Namangan region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
224,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
225,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
226,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
227,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
228,2022,Namangan region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
229,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
230,2022,Namangan region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
231,2022,Namangan region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,FALSE
232,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
233,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,8.5,1,FALSE,FALSE,FALSE,FALSE
234,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
235,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
236,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
237,2022,Namangan region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,FALSE
238,2022,Namangan region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
239,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
240,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
241,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
242,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
243,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
244,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
245,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
246,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
247,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
248,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
249,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
250,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
251,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
252,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
253,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
254,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
255,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
256,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
257,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
258,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
259,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
260,2022,Namangan region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
261,2022,Namangan region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
262,2022,Namangan region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
263,2022,Namangan region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
264,2022,Namangan region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
265,2022,Namangan region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
266,2022,Namangan region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
267,2022,Namangan region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,FALSE
268,2022,Namangan region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,FALSE
269,2022,Namangan region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,FALSE
270,2022,Namangan region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
271,2022,Namangan region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
272,2022,Namangan region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
273,2022,Namangan region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
274,2022,Namangan region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
275,2022,Namangan region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
276,2022,Namangan region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
277,2022,Namangan region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,FALSE
278,2022,Namangan region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
279,2022,Namangan region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
280,2022,Namangan region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
281,2022,Namangan region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
282,2022,Navoi region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
283,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
284,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
285,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
286,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
287,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,1,FALSE,FALSE,FALSE,FALSE
288,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
289,2022,Navoi region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,12.5,1,FALSE,FALSE,FALSE,FALSE
290,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
291,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
292,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
293,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
294,2022,Navoi region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,TRUE,TRUE,TRUE,TRUE
295,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
296,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
297,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
298,2022,Navoi region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,10,1,FALSE,FALSE,FALSE,FALSE
299,2022,Navoi region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
300,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,1,FALSE,FALSE,FALSE,FALSE
301,2022,Navoi region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,1,FALSE,FALSE,FALSE,FALSE
302,2022,Navoi region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
303,2022,Navoi region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
304,2022,Navoi region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
305,2022,Navoi region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
306,2022,Navoi region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
307,2022,Navoi region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
308,2022,Navoi region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
309,2022,Navoi region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
310,2022,Navoi region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,12.5,1,FALSE,FALSE,FALSE,FALSE
311,2022,Navoi region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
312,2022,Navoi region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
313,2022,Navoi region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
314,2022,Navoi region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
315,2022,Navoi region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,10,1,FALSE,FALSE,FALSE,FALSE
316,2022,Navoi region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,1,TRUE,TRUE,TRUE,FALSE
317,2022,Navoi region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,9,1,FALSE,FALSE,FALSE,FALSE
318,2022,Navoi region,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
319,2022,Navoi region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
320,2022,Navoi region,1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
321,2022,Navoi region,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,12.5,1,FALSE,FALSE,FALSE,FALSE
322,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,9,1,FALSE,FALSE,FALSE,FALSE
323,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
324,2022,Samarkand region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
325,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
326,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
327,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
328,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
329,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,9,1,FALSE,FALSE,FALSE,FALSE
330,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
331,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
332,2022,Samarkand region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
333,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
334,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
335,2022,Samarkand region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
336,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
337,2022,Samarkand region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,0,TRUE,TRUE,TRUE,TRUE
338,2022,Samarkand region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
339,2022,Samarkand region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,1,TRUE,TRUE,TRUE,TRUE
340,2022,Samarkand region,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.5,1,TRUE,TRUE,TRUE,TRUE
341,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
342,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
343,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
344,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
345,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
346,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
347,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
348,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
349,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
350,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
351,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
352,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
353,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
354,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
355,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
356,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
357,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
358,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
359,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
360,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
361,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
362,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
363,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
364,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
365,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
366,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
367,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
368,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
369,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
370,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
371,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
372,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
373,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
374,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
375,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
376,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
377,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
378,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
379,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
380,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
381,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
382,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
383,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
384,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,FALSE,FALSE,FALSE,FALSE
385,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
386,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
387,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
388,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
389,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
390,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
391,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
392,2022,Samarkand region,0,TRUE,FALSE,NA,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
393,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
394,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13.5,1,FALSE,FALSE,FALSE,FALSE
395,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
396,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
397,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
398,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
399,2022,Samarkand region,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,0,FALSE,FALSE,FALSE,FALSE
