age_window,age_min,age_max,eligible_sample_n,linked_sample_n,link_rate,linked_to_mother_rate,linked_to_father_rate,usable_parent_proxy_share,eligible_mean_age,linked_mean_age,eligible_female_share,linked_female_share,eligible_urban_share,linked_urban_share,age_gap,female_gap,urban_gap,max_abs_region_share_gap,largest_region_gap_region,old_pooled_25_64_link_rate,improvement_vs_old_pooled,materially_better_than_old_pooled
18_24,18,24,36718,8224,0.22397734081376983,0.20934520041503135,0.1894547767266368,0.21161895363730665,20.963186095928485,20.684679823765414,0.47966339193576507,0.2859264142329255,0.4667940155245816,0.4547225047480986,0.2785062721630709,0.1937369777028396,0.012071510776482997,0.014144600519544977,Tashkent city,0.09271852437010072,0.1312588164436691,TRUE
