age_window,age_min,age_max,eligible_sample_n,linked_sample_n,link_rate,linked_to_mother_rate,linked_to_father_rate,usable_parent_proxy_share,eligible_mean_age,linked_mean_age,eligible_female_share,linked_female_share,eligible_urban_share,linked_urban_share,age_gap,female_gap,urban_gap,max_abs_region_share_gap,largest_region_gap_region,old_pooled_25_64_link_rate,improvement_vs_old_pooled,materially_better_than_old_pooled
22_30,22,30,50497,9393,0.1860110501613957,0.17009656990048283,0.14737696952984006,0.1744099091350404,26.17306592756367,26.071537738744812,0.47638022205918124,0.11791565295761215,0.4693400533067872,0.4527566632119871,0.1015281888188575,0.3584645691015691,0.016583390094800088,0.01521720962807218,Tashkent city,0.09271852437010072,0.09329252579129499,TRUE
