age_window,age_min,age_max,eligible_sample_n,linked_sample_n,link_rate,linked_to_mother_rate,linked_to_father_rate,usable_parent_proxy_share,eligible_mean_age,linked_mean_age,eligible_female_share,linked_female_share,eligible_urban_share,linked_urban_share,age_gap,female_gap,urban_gap,max_abs_region_share_gap,largest_region_gap_region,old_pooled_25_64_link_rate,improvement_vs_old_pooled,materially_better_than_old_pooled
25_35,25,35,64163,10914,0.1700980315758303,0.1552295038053352,0.1294444980963557,0.16196374015833098,30.053688920965865,29.833249718478335,0.48642155066198783,0.11290611081614797,0.4792632521598948,0.46222741993426125,0.22043920248752968,0.37351543984583985,0.01703583222563354,0.011393747493332329,Fergana region,0.09271852437010072,0.07737950720572959,TRUE
